epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3685.5,1.37783,0.81528,1.06138,0.05674,0.30788,0.04464,0.01832,2.13995,4.14317,1.52855,8.3821e-05,8.3821e-05,8.3821e-05
182,3704.37,1.35383,0.78562,1.02266,0.05996,0.30573,0.04652,0.01866,2.14555,4.16003,1.5318,8.00144e-05,8.00144e-05,8.00144e-05
183,3723.1,1.37099,0.79886,1.04116,0.06185,0.30788,0.04845,0.01928,2.15022,4.16388,1.53199,7.62079e-05,7.62079e-05,7.62079e-05
184,3741.99,1.34846,0.77633,1.02921,0.06345,0.30357,0.04952,0.01939,2.1536,4.1781,1.53336,7.24013e-05,7.24013e-05,7.24013e-05
185,3760.52,1.30534,0.74606,1.02864,0.06402,0.33713,0.04938,0.01902,2.1534,4.18894,1.53125,6.85948e-05,6.85948e-05,6.85948e-05
186,3779.22,1.20584,0.79982,1.04433,0.06441,0.34144,0.05059,0.01989,2.15143,4.17452,1.52921,6.47882e-05,6.47882e-05,6.47882e-05
187,3797.88,1.32711,0.81355,1.04411,0.06718,0.34575,0.05196,0.02131,2.1479,4.16937,1.52722,6.09817e-05,6.09817e-05,6.09817e-05
188,3817.4,1.31794,0.7753,1.03429,0.07182,0.34791,0.05485,0.02254,2.1467,4.17126,1.52646,5.71751e-05,5.71751e-05,5.71751e-05
189,3836.17,1.34402,0.78863,1.04841,0.07165,0.34575,0.0548,0.02287,2.14158,4.16278,1.52345,5.33686e-05,5.33686e-05,5.33686e-05
190,3855.23,1.29309,0.76604,1.03918,0.07484,0.38578,0.05689,0.02376,2.14227,4.15177,1.52313,4.95621e-05,4.95621e-05,4.95621e-05
191,3876.11,1.45382,0.93461,1.12129,0.06907,0.39009,0.05603,0.0231,2.14199,4.12231,1.51953,4.57555e-05,4.57555e-05,4.57555e-05
192,3894.27,1.46593,0.93949,1.11064,0.06499,0.32728,0.05724,0.02418,2.15336,4.08614,1.52437,4.1949e-05,4.1949e-05,4.1949e-05
193,3912.33,1.45693,0.92832,1.08231,0.06545,0.2774,0.05922,0.02466,2.1742,4.05356,1.53304,3.81424e-05,3.81424e-05,3.81424e-05
194,3930.43,1.39952,0.86406,1.0658,0.06292,0.35961,0.06149,0.02497,2.19215,4.0338,1.53972,3.43359e-05,3.43359e-05,3.43359e-05
195,3948.25,1.36354,0.87433,1.0737,0.06178,0.37469,0.06446,0.02527,2.20646,4.00993,1.54619,3.05293e-05,3.05293e-05,3.05293e-05
196,3966.18,1.40409,0.85866,1.07017,0.05692,0.33467,0.0602,0.0238,2.22166,3.99687,1.5533,2.67228e-05,2.67228e-05,2.67228e-05
197,3984.28,1.42156,0.88331,1.04638,0.05653,0.38547,0.05953,0.02306,2.23643,3.97146,1.55983,2.29162e-05,2.29162e-05,2.29162e-05
198,4002.22,1.32064,0.84243,1.04974,0.05618,0.39193,0.05774,0.02248,2.24667,3.95178,1.56496,1.91097e-05,1.91097e-05,1.91097e-05
199,4020.16,1.39516,0.8742,1.03124,0.05267,0.32697,0.05583,0.02111,2.26174,3.92975,1.5749,1.53031e-05,1.53031e-05,1.53031e-05
200,4038.37,1.37599,0.86921,1.09753,0.05059,0.32266,0.05338,0.02041,2.26421,3.9295,1.57859,1.14966e-05,1.14966e-05,1.14966e-05
