epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,1759.95,1.58386,0.96064,1.12255,0.04233,0.50924,0.0651,0.02563,2.07755,4.08726,1.50009,0.000430217,0.000430217,0.000430217
91,1783.48,1.55174,0.9674,1.15169,0.04085,0.53202,0.04866,0.01785,2.05232,4.14234,1.50062,0.000426411,0.000426411,0.000426411
92,1807.04,1.5705,0.95023,1.13926,0.03652,0.52124,0.05144,0.01803,2.04018,4.15729,1.50095,0.000422604,0.000422604,0.000422604
93,1829.29,1.53724,0.92218,1.15422,0.03443,0.51478,0.04357,0.01466,2.04807,4.21335,1.51097,0.000418797,0.000418797,0.000418797
94,1851.49,1.62612,0.93972,1.15773,0.02755,0.49538,0.03651,0.01236,2.03224,4.22414,1.51218,0.000414991,0.000414991,0.000414991
95,1873.58,1.53319,0.93405,1.11874,0.02753,0.56681,0.04545,0.01394,2.00215,4.19366,1.50214,0.000411184,0.000411184,0.000411184
96,1895.81,1.61543,0.94474,1.13882,0.02755,0.57112,0.06662,0.01709,1.96744,4.17718,1.48585,0.000407378,0.000407378,0.000407378
97,1918.04,1.57666,0.93304,1.11001,0.58521,0.07143,0.11868,0.02465,1.94212,4.14943,1.47742,0.000403571,0.000403571,0.000403571
98,1940.03,1.51134,0.93467,1.12439,0.57704,0.07143,0.08462,0.02101,1.93973,4.1474,1.47164,0.000399765,0.000399765,0.000399765
99,1961.79,1.62147,0.95585,1.18211,0.58782,0.17857,0.08059,0.02056,1.95449,4.15872,1.47634,0.000395958,0.000395958,0.000395958
100,1985.08,1.53703,0.93079,1.11076,0.02471,0.53325,0.04772,0.01388,1.98995,4.19275,1.49036,0.000392152,0.000392152,0.000392152
101,2007.88,1.54981,0.9583,1.14794,0.02047,0.48892,0.02925,0.00883,2.00343,4.23697,1.49393,0.000388345,0.000388345,0.000388345
102,2030.22,1.54193,0.92673,1.13683,0.02017,0.49323,0.02295,0.00744,1.99573,4.22038,1.48575,0.000384538,0.000384538,0.000384538
103,2052.95,1.58612,0.91437,1.13313,0.02183,0.53541,0.02403,0.00771,1.97576,4.18982,1.46842,0.000380732,0.000380732,0.000380732
104,2076.14,1.5402,0.90855,1.11131,0.02478,0.492,0.02136,0.00845,1.96445,4.10834,1.45538,0.000376925,0.000376925,0.000376925
105,2099.1,1.57604,0.93796,1.10944,0.02855,0.52648,0.02545,0.01003,1.96999,3.99992,1.4526,0.000373119,0.000373119,0.000373119
106,2121.84,1.50288,0.91221,1.0835,0.03225,0.56312,0.02817,0.01156,1.98977,3.91373,1.46248,0.000369312,0.000369312,0.000369312
107,2143.97,1.50639,0.90917,1.10172,0.03604,0.55111,0.03238,0.01384,2.00195,3.88019,1.46801,0.000365506,0.000365506,0.000365506
108,2166.92,1.4354,0.89955,1.10928,0.03697,0.50893,0.03562,0.01501,2.00443,3.89765,1.47334,0.000361699,0.000361699,0.000361699
109,2189.9,1.5692,0.91581,1.1027,0.03957,0.56527,0.03783,0.01526,2.02224,3.95449,1.48317,0.000357893,0.000357893,0.000357893
110,2212.32,1.54432,0.90721,1.11823,0.03388,0.46151,0.03145,0.01281,2.02961,4.01451,1.48781,0.000354086,0.000354086,0.000354086
111,2235.61,1.58586,0.9158,1.1232,0.0296,0.43134,0.03471,0.01036,2.02076,4.10756,1.48558,0.00035028,0.00035028,0.00035028
112,2257.98,1.4375,0.88066,1.09439,0.02688,0.41195,0.03181,0.00904,2.0114,4.18931,1.48504,0.000346473,0.000346473,0.000346473
113,2280.6,1.58505,0.88947,1.10245,0.54747,0.03571,0.0311,0.00895,2.01609,4.22924,1.49158,0.000342666,0.000342666,0.000342666
114,2302.9,1.58437,0.881,1.12664,0.54335,0.03571,0.03156,0.00847,2.02554,4.24541,1.49281,0.00033886,0.00033886,0.00033886
115,2326.35,1.49544,0.90477,1.09911,0.02717,0.45844,0.02812,0.00823,2.03383,4.17949,1.48995,0.000335053,0.000335053,0.000335053
116,2349.54,1.50641,0.87035,1.09372,0.03107,0.52217,0.02778,0.00901,2.02571,4.11835,1.47777,0.000331247,0.000331247,0.000331247
117,2373.01,1.47604,0.8814,1.10386,0.03031,0.46367,0.0265,0.00976,2.01059,4.06041,1.46321,0.00032744,0.00032744,0.00032744
118,2398.93,1.47002,0.85758,1.08037,0.03359,0.48522,0.02649,0.01028,1.99489,4.03088,1.45304,0.000323634,0.000323634,0.000323634
119,2424.89,1.53328,0.89167,1.09883,0.03427,0.42457,0.0267,0.01146,1.98653,4.00518,1.44644,0.000319827,0.000319827,0.000319827
120,2448.95,1.35237,0.8331,1.07854,0.04034,0.44828,0.03288,0.01461,1.98254,3.94443,1.44084,0.000316021,0.000316021,0.000316021
121,2471.32,1.4699,0.89189,1.12355,0.04806,0.45259,0.04125,0.0186,1.99161,3.94236,1.44398,0.000312214,0.000312214,0.000312214
122,2494.7,1.47401,0.85785,1.08569,0.05062,0.33251,0.04516,0.02166,2.00379,3.97035,1.45068,0.000308407,0.000308407,0.000308407
123,2517.88,1.46201,0.86991,1.1088,0.05681,0.39317,0.05149,0.02347,2.02062,4.02014,1.46406,0.000304601,0.000304601,0.000304601
124,2539.83,1.50391,0.86206,1.11443,0.06499,0.35099,0.06027,0.02902,2.03127,4.03421,1.47753,0.000300794,0.000300794,0.000300794
125,2562.71,1.54159,0.8643,1.08578,0.07675,0.43103,0.07584,0.03447,2.02258,4.01599,1.4841,0.000296988,0.000296988,0.000296988
126,2584.81,1.43034,0.89392,1.07204,0.07415,0.43103,0.08344,0.03736,2.02558,3.98471,1.49395,0.000293181,0.000293181,0.000293181
127,2607.95,1.48512,0.86324,1.07456,0.07685,0.41041,0.0943,0.04181,2.04157,3.9247,1.50335,0.000289375,0.000289375,0.000289375
128,2631.06,1.46221,0.87154,1.05351,0.07499,0.46552,0.10749,0.0445,2.05372,3.8489,1.50437,0.000285568,0.000285568,0.000285568
129,2653.75,1.42975,0.84018,1.06816,0.07136,0.47198,0.10312,0.04216,2.07453,3.80669,1.51068,0.000281762,0.000281762,0.000281762
130,2676.72,1.46927,0.85651,1.07218,0.06852,0.43627,0.0933,0.03928,2.08515,3.80934,1.51384,0.000277955,0.000277955,0.000277955
131,2700.74,1.4724,0.85222,1.06349,0.06921,0.44058,0.09168,0.03863,2.09229,3.78549,1.51806,0.000274148,0.000274148,0.000274148
132,2722.9,1.41174,0.87197,1.11891,0.07069,0.4492,0.09108,0.0384,2.08202,3.76097,1.51281,0.000270342,0.000270342,0.000270342
133,2745.57,1.51957,0.89003,1.11635,0.07466,0.48922,0.09383,0.03857,2.08653,3.76462,1.50983,0.000266535,0.000266535,0.000266535
134,2768.16,1.44455,0.85402,1.08285,0.07423,0.4178,0.08962,0.03783,2.10307,3.78623,1.51541,0.000262729,0.000262729,0.000262729
135,2790.39,1.42687,0.83826,1.05942,0.06914,0.40486,0.0858,0.03474,2.10703,3.80888,1.50863,0.000258922,0.000258922,0.000258922
136,2812.52,1.42672,0.85046,1.09795,0.06387,0.44058,0.08379,0.03113,2.09189,3.82827,1.49142,0.000255116,0.000255116,0.000255116
137,2834.28,1.52076,0.84682,1.07422,0.06078,0.43627,0.07265,0.03017,2.06746,3.84123,1.47439,0.000251309,0.000251309,0.000251309
