epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,2564.71,0.92569,1.04134,1.28622,0.7458,0.93404,0.88762,0.66916,0.84409,0.88551,1.12812,0.0001288,0.0001288,0.0001288
134,2583,1.09483,1.29972,1.32613,0.7386,0.9317,0.88289,0.6672,0.8389,0.88162,1.12548,0.0001222,0.0001222,0.0001222
135,2601.09,1.03113,1.78244,1.34007,0.73055,0.90599,0.88518,0.66847,0.8294,0.88038,1.12019,0.0001156,0.0001156,0.0001156
136,2619.37,0.95303,1.04471,1.27491,0.72844,0.89945,0.88854,0.67453,0.82678,0.87736,1.11886,0.000109,0.000109,0.000109
137,2637.82,0.97242,1.14707,1.29971,0.7322,0.89845,0.89436,0.68087,0.82535,0.8741,1.11793,0.0001024,0.0001024,0.0001024
138,2655.99,1.00702,1.13109,1.36291,0.78084,0.8482,0.89438,0.67981,0.81859,0.87178,1.11486,9.58e-05,9.58e-05,9.58e-05
139,2674.39,1.06674,1.07786,1.30825,0.77993,0.84389,0.89671,0.68345,0.82253,0.86917,1.11613,8.92e-05,8.92e-05,8.92e-05
140,2692.75,1.08099,1.44656,1.37887,0.73777,0.9173,0.89355,0.68244,0.82201,0.86793,1.11561,8.26e-05,8.26e-05,8.26e-05
141,2710.62,0.86036,1.94003,1.2256,0.7272,0.94587,0.88348,0.67682,0.81498,0.8682,1.11214,7.6e-05,7.6e-05,7.6e-05
142,2728.64,0.82339,1.19153,1.18081,0.73402,0.94612,0.8855,0.67906,0.81026,0.87364,1.1104,6.94e-05,6.94e-05,6.94e-05
143,2746.6,0.81214,2.21063,1.27712,0.73128,0.93185,0.88353,0.67864,0.80776,0.87916,1.10947,6.28e-05,6.28e-05,6.28e-05
144,2764.9,0.74677,1.05076,1.13635,0.74429,0.92368,0.88126,0.67309,0.80784,0.88347,1.10898,5.62e-05,5.62e-05,5.62e-05
145,2783.1,0.85014,1.16765,1.22472,0.74257,0.9147,0.88249,0.67627,0.80754,0.88612,1.10821,4.96e-05,4.96e-05,4.96e-05
146,2802.94,0.71209,1.96562,1.26006,0.75103,0.87336,0.87133,0.66868,0.80696,0.88992,1.10732,4.3e-05,4.3e-05,4.3e-05
147,2821.47,0.79107,1.10264,1.19743,0.72219,0.90007,0.87456,0.67084,0.80677,0.89101,1.1071,3.64e-05,3.64e-05,3.64e-05
148,2839.99,0.68471,1.98826,1.23751,0.75549,0.83052,0.87098,0.6656,0.806,0.8943,1.10727,2.98e-05,2.98e-05,2.98e-05
149,2858.96,0.85555,1.14659,1.24222,0.77538,0.81738,0.86926,0.66544,0.80438,0.89435,1.10765,2.32e-05,2.32e-05,2.32e-05
150,2876.81,0.88567,1.18786,1.2616,0.77736,0.8419,0.86913,0.6662,0.80274,0.89452,1.10697,1.66e-05,1.66e-05,1.66e-05
